Algorithm,Core_Analysis_Iter_0,Core_Gathering_Iter_0,EigSVD_Iter_0,TTM_Communication_Iter_0,TTM_Computation_Iter_0,GramLQ_Communication_Iter_0,GramLQ_Computation_Iter_0,Core_Analysis_Iter_1,Core_Analysis_Iter_2,Core_Gathering_Iter_1,Core_Gathering_Iter_2,EigSVD_Iter_1,EigSVD_Iter_2,TTM_Communication_Iter_1,TTM_Communication_Iter_2,TTM_Computation_Iter_1,TTM_Computation_Iter_2,GramLQ_Communication_Iter_1,GramLQ_Communication_Iter_2,GramLQ_Computation_Iter_1,GramLQ_Computation_Iter_2
HOSI-DT-Under,2.6228629810607646e-06,0.0013609731356762807,0.04843224431766624,0.5911774240471357,6.708932720240607,0.08643898553042764,0.00012869046275359802,0.00036486118548790565,0.00020201995187790983,0.0032208614601819236,0.0009513911843239092,0.04890287923613176,0.0012410497471429523,0.8885734719318501,0.9246928085597392,6.7819551975407615,6.706283467973428,0.09278645318006148,0.017364345433590594,0.0002777212041243878,0.0003098108140537451
HOSI-DT-Perfect,0.00017602919236193746,0.0024061307857267678,0.0011280447962214754,0.6450702652287346,5.689234859772981,0.015582583516920932,0.0003020867070540259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOSI-DT-Over,0.0007019820202152385,0.0011654727339182253,0.043045614141042264,1.2272352781822706,9.479178159364087,0.09504184438097202,0.00028826547563081664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STHOSVD,0.0,0.0,0.739221932292868,0.46117640559284906,1.5080146778486998,2.0220750303868584,3.939031953878724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
