Algorithms,ProcessorID,Total_Function,Total_Sum,Function/Sum,Factor_Matrix_Gen,CONTRACTION_matmul_Iter0,Core_Analysis_Iter_Iter0,Core_Gathering_Iter_Iter0,EigSVD_Iter0,TTM_Communication_Iter0,TTM_Computation_Iter0,GramLQ_Communication_Iter0,GramLQ_Computation_Iter0,CONTRACTION_matmul_Iter1,Core_Analysis_Iter_Iter1,Core_Gathering_Iter_Iter1,EigSVD_Iter1,TTM_Communication_Iter1,TTM_Computation_Iter1,GramLQ_Communication_Iter1,GramLQ_Computation_Iter1
HOOI,128,21.4197,22.548049332,0.9499580067709601,0.0004820761396540659,0.0,0.0,0.0,0.7472901657744164,4.6275617822478115,5.303211072982399,0.028214566915109315,0.004297353533969995,0.0,0.0,0.0,0.7416806637444339,4.652371945705777,5.28827383923809,0.024184219978018454,0.0026143898799724334
HOOI-DT,128,7.43998,8.072303203,0.9216675604101437,0.000472863385203545,0.0,0.0,0.0,0.5246067237125309,0.16649554705784012,2.9976985694929175,0.025583723718604724,0.004629658737725686,0.0,0.0,0.0,0.5324279946301714,0.16949831600629978,2.9951481319414186,0.02119669673115969,0.0026946379713309186
HOSI,128,20.7009,20.993130807000004,0.9860796938919392,0.0005011079510013935,9.331567967207587e-05,0.0,0.0,0.0007837637509367423,4.857054402199686,5.481044010393408,0.006030381214872787,0.01357706506368076,5.241112181005046e-05,0.0,0.0,0.0005622153096318769,4.865815232170466,5.458021555169533,0.005159577195435897,0.012706070730862948
HOSI-DT,128,6.86462,6.915357252000001,0.9926631047173555,0.0004911458802996343,0.00013212048124856585,0.0,0.0,0.0008253566870589782,0.17593107078474043,3.241974694686964,0.006558085383112178,0.013516398632762928,6.795870881205487e-05,0.0,0.0,0.0006888009870585352,0.18194858261357977,3.2251354178562717,0.004963982593193148,0.012877530585197885
STHOSVD,128,4.9941,5.774174113,0.8649029111810576,0.0,0.0,0.0,0.0,0.5065537423117883,0.1007901659948265,1.2104982113432161,0.560868823476193,2.615389056873977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
