Algorithms,ProcessorID,Total_Function,Total_Sum,Function/Sum,Factor_Matrix_Gen,CONTRACTION_matmul_Iter0,Core_Analysis_Iter_Iter0,Core_Gathering_Iter_Iter0,TTM_Communication_Iter0,TTM_Computation_Iter0,LLSV_Communication_Iter0,LLSV_Computation_Iter0,CONTRACTION_matmul_Iter1,Core_Analysis_Iter_Iter1,Core_Gathering_Iter_Iter1,TTM_Communication_Iter1,TTM_Computation_Iter1,LLSV_Communication_Iter1,LLSV_Computation_Iter1
HOOI,2,295.176,425.55291281200005,0.6936293727835492,0.004223266480598557,0.0,0.0,0.0,3.4841642227570007,53.7211030140073,0.17455334377301282,90.31212775355029,0.0,0.0,0.0,3.4364794923550623,53.554716129527336,0.17101817289006174,90.3218378711399
HOOI-DT,2,243.514,378.84375544999995,0.6427821403859437,0.004342353316305666,0.0,0.0,0.0,0.03616613712881512,34.38621539670956,0.21644307881459107,86.92865684865177,0.0,0.0,0.0,0.03012501346061187,34.28316395331985,0.21720193455388787,87.41602763736091
HOSI-DT,2,106.376,106.347406992,1.000268864176464,0.006649537341829089,0.006364220651011394,0.0,0.0,0.057834047323924616,53.07791098296307,0.021046804210660016,0.003278061116301825,0.006320508901646883,0.0,0.0,0.047916889672197975,53.129376166387914,0.022926352418008753,0.0030259663552700228
STHOSVD,2,905.051,981.9025818700001,0.9217319688439573,0.0,,0.0,0.0,0.030696992797591617,25.877876538296437,12.34145461481472,866.8009718540914,,0.0,0.0,0.0,0.0,0.0,0.0
