Algorithms,ProcessorID,Total_Function,Total_Sum,Function/Sum,Factor_Matrix_Gen,CONTRACTION_matmul_Iter0,Core_Analysis_Iter_Iter0,Core_Gathering_Iter_Iter0,TTM_Communication_Iter0,TTM_Computation_Iter0,LLSV_Communication_Iter0,LLSV_Computation_Iter0,CONTRACTION_matmul_Iter1,Core_Analysis_Iter_Iter1,Core_Gathering_Iter_Iter1,TTM_Communication_Iter1,TTM_Computation_Iter1,LLSV_Communication_Iter1,LLSV_Computation_Iter1
HOOI,4,221.187,350.39293788400005,0.6312541609306791,0.004243662909730974,0.0,0.0,0.0,3.686633254303342,25.172919530989372,0.24055271622292262,81.43937891697654,0.0,0.0,0.0,3.652585488001473,25.230896501271307,0.232590295913391,81.53144329632164
HOOI-DT,4,191.421,320.770245229,0.5967542278222946,0.003705551345204816,0.0,0.0,0.0,1.3232322323856123,17.27312787287756,0.221029543905627,76.76950206218466,0.0,0.0,0.0,1.2692708924584226,17.27612785782904,0.22006389113302063,77.06864564722602
HOSI-DT,4,56.9386,56.920447775999996,1.0003189051511232,0.006659122951591027,0.004506606721919686,0.0,0.0,0.08465406801173651,28.384545922104767,0.01605424314863352,0.0032704226221229793,0.004277173577834224,0.0,0.0,0.07788947743669979,28.344568077028512,0.015777524929901567,0.0030564844178783083
STHOSVD,4,484.137,555.00912683,0.8723045740980973,0.0,,0.0,0.0,0.035346740877486404,12.62411001978659,6.257919993016343,465.2196232463196,,0.0,0.0,0.0,0.0,0.0,0.0
