Algorithms,ProcessorID,Total_Function,Total_Sum,Function/Sum,Factor_Matrix_Gen,CONTRACTION_matmul_Iter0,Core_Analysis_Iter_Iter0,Core_Gathering_Iter_Iter0,EigSVD_Iter0,TTM_Communication_Iter0,TTM_Computation_Iter0,GramLQ_Communication_Iter0,GramLQ_Computation_Iter0,CONTRACTION_matmul_Iter1,Core_Analysis_Iter_Iter1,Core_Gathering_Iter_Iter1,EigSVD_Iter1,TTM_Communication_Iter1,TTM_Computation_Iter1,GramLQ_Communication_Iter1,GramLQ_Computation_Iter1
HOOI,64,161.165,307.04886728599996,0.5248838773597664,0.003971260918426445,0.0,0.0,0.0,76.14621629827471,1.7869928955278316,2.086253521328582,0.43797167547340315,0.08095137073034017,0.0,0.0,0.0,76.22053985530886,1.7613123114696745,2.129666663150821,0.4346915443779288,0.08040386435786619
HOOI-DT,64,149.852,291.917518845,0.5133367829135571,0.00349067985707653,0.0,0.0,0.0,72.42874004840543,0.12372704943541839,1.6008731044066296,0.4247741752669116,0.0780383304110499,0.0,0.0,0.0,73.00275323905936,0.07606480714913874,1.616104220505122,0.42382045455798817,0.07710457080293014
HOSI,64,14.6961,14.982605747000001,0.980877442025906,0.00664041276844792,0.0009412882475882984,0.0,0.0,0.12891589826841354,3.3516650374816206,3.848441854045737,0.027331022893870984,0.04591036102499935,0.0007157717722597963,0.0,0.0,0.009150125026713083,3.372474008126218,3.8469577541069966,0.02368527015278072,0.039911608852801504
HOSI-DT,64,6.75317,6.872040415,0.9827023114211414,0.0067325328436386965,0.0008344272731623625,0.0,0.0,0.015581207017668564,0.24302913203226117,3.093924384394793,0.030467472510960197,0.05431641350802504,0.0004989857699680015,0.0,0.0,0.005879272080677948,0.17354965035737496,3.093557327392835,0.010805967571993681,0.030725760090280257
STHOSVD,64,104.479,177.140914194,0.5898072756109715,0.0,0.0,0.0,0.0,83.32089421101071,0.06961241656907784,1.0074557609857404,1.5804574255086619,18.500580185925806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
