Algorithms,ProcessorID,Total_Function,Total_Sum,Function/Sum,Factor_Matrix_Gen,CONTRACTION_matmul_Iter0,Core_Analysis_Iter_Iter0,Core_Gathering_Iter_Iter0,EigSVD_Iter0,TTM_Communication_Iter0,TTM_Computation_Iter0,GramLQ_Communication_Iter0,GramLQ_Computation_Iter0,CONTRACTION_matmul_Iter1,Core_Analysis_Iter_Iter1,Core_Gathering_Iter_Iter1,EigSVD_Iter1,TTM_Communication_Iter1,TTM_Computation_Iter1,GramLQ_Communication_Iter1,GramLQ_Computation_Iter1
HOOI,32,31.9062,33.49956762600001,0.9524361733921799,0.00031359627714258896,0.0,0.0,0.0,1.0165208413188727,5.451085385892233,9.488963988273188,0.013517992327051174,0.0010973579090993607,0.0,0.0,0.0,1.0002903764880966,5.517813803290559,9.405332914690351,0.010503257536646987,0.0010740822738940024
HOOI-DT,32,10.1116,11.200287097,0.9027982865464577,0.0002975695376320048,0.0,0.0,0.0,0.9684786674892855,0.13111321820667787,3.951285202644408,0.012855511759458961,0.0010028274338975186,0.0,0.0,0.0,0.9626980500605286,0.1287038969466159,3.94443775299443,0.009774289194222786,0.0012505832704727494
HOSI,32,30.7473,31.397510884,0.979291005379304,0.0003269519708019667,9.777437255908047e-05,0.0,0.0,0.005080566632362856,5.715191452133432,9.67521459105777,0.0025298386879635554,0.006124701391663351,6.591509828107557e-05,0.0,0.0,0.0005457481050968269,5.663904772757327,9.670865309983675,0.002057131981793949,0.005622197798073068
HOSI-DT,32,9.03616,9.048585779,0.9986267711547989,0.0003319265620767455,0.00010183796086882409,0.0,0.0,0.0007194736394264999,0.13945876884885086,4.378359564473497,0.002706709956594644,0.006458878285404162,7.511271121917936e-05,0.0,0.0,0.00042238816676857415,0.13932758524168487,4.3610989897865595,0.002001363890099671,0.005429327039027013
STHOSVD,32,24.5814,25.576858913,0.9610797042597738,0.0,0.0,0.0,0.0,1.01991988699367,0.09702434935211234,2.456364123361703,1.0217939251413972,19.986297715151117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
