Algorithms,ProcessorID,Total_Function,Total_Sum,Function/Sum,Factor_Matrix_Gen,Core_Analysis_Iter_Iter0,Core_Gathering_Iter_Iter0,TTM_Communication_Iter0,TTM_Computation_Iter0,LLSV_Communication_Iter0,LLSV_Computation_Iter0,Core_Analysis_Iter_Iter1,Core_Gathering_Iter_Iter1,TTM_Communication_Iter1,TTM_Computation_Iter1,LLSV_Communication_Iter1,LLSV_Computation_Iter1
HOOI,64,47.7408,56.47499993200001,0.8453439585211754,0.0012458002985518265,0.0,0.0,10.262229958916214,13.215705996210186,0.04659976069967921,0.5683693774747961,0.0,0.0,10.119398309689807,12.924324507186364,0.04166957694251847,0.5625025128804279
HOOI-DT,64,27.2735,27.628209783999996,0.9871613185663077,0.0014482742420818158,0.0,0.0,0.527775379483759,12.446647071388675,0.05028941709457524,0.6340360457146984,0.0,0.0,0.4999638437755899,12.421383178906753,0.04720826944383969,0.6461967941921143
STHOSVD,64,18.6728,28.644048272000003,0.6518910952350596,0.0,0.0,0.0,0.20304054941609403,2.4549591025362587,7.00750658116584,9.007293766881807,0.0,0.0,0.0,0.0,0.0,0.0
