Algorithms,ProcessorID,Total_Function,Total_Sum,Function/Sum,Factor_Matrix_Gen,Core_Analysis_Iter_Iter0,Core_Gathering_Iter_Iter0,TTM_Communication_Iter0,TTM_Computation_Iter0,LLSV_Communication_Iter0,LLSV_Computation_Iter0,Core_Analysis_Iter_Iter1,Core_Gathering_Iter_Iter1,TTM_Communication_Iter1,TTM_Computation_Iter1,LLSV_Communication_Iter1,LLSV_Computation_Iter1
HOOI,256,5.64752,5.658559011,0.9980491480289344,0.000491013233503239,0.0,0.0,0.15405655500791948,2.1796183008847656,0.05765417039755246,0.4549284671415084,0.0,0.0,0.1498272169479863,2.169815912272991,0.03714140897914195,0.4444779683681344
HOOI-DT,256,4.42189,4.446396687,0.994488416413306,0.0004905234554885319,0.0,0.0,0.13544603055883395,1.580676926779401,0.05717831636629681,0.4491471612691875,0.0,0.0,0.135894947602445,1.569658038883032,0.04610844999921393,0.44778012854159005
STHOSVD,256,2.62697,2.768067617,0.9490266725662866,0.0,0.0,0.0,0.005501645229734286,0.5838311701586371,0.18668066419383283,1.8509565204177958,0.0,0.0,0.0,0.0,0.0,0.0
